,date,review,rating,isEdited,userName,title,developerResponse
10,2022-01-15 21:44:30,"The game is amazing, 10/10 animations are amazing, levels are amazing… until they have like 10 level on them they are hard but still fun, like the bosses sometimes. Clans are a weird but cool take, and feels like a good way to interact with people online. The might eagle boot camp is cool although the shop is missing one item… and this is a little bias but I don’t see a pig moving animation icon. They have one of red, blues, silver but no weird cool pig like fire big the weird, rocket pig that had like no defense, or science pig oh science pig moving like with his weird potion bottle animation icon would be SOOO COOL. I need one NOW! And if Rovio even sees this review which I highly doubt, I want a moving pig animation (probably science pig moving his potion bottle) icon to buy at the might eagle shop. And some other suggestions could be rocket pig with his rockets shooting, the weird pig with the blue gun that attracts the birds with him?, minion pig, or heck  a bird that’s getting flung to a pig! Okay this review has been looong enough and sorry for being bias. But I need pig moving icon.",5,False,real peppa pig lover,Love the game but missing something.,
11,2022-01-11 22:53:29,"So I’ve been playing this game for a while and it’s amazing. One of the best games to pass the time, up until you’re out of hearts. My only issues are that when you run out of birds for a level and depending on luck for such. So let’s say I’m playing a level, on the last room and I fling my last bird. Most of the time, I just barely succeed. Other times, it’s either the bird misses completely or it forced me to pay gems just so the scene can play out even though the bird’s shot was perfect. I’ve wasted at least 180+ gems just to spare a few seconds for the scene to play out and it gets really annoying and agitating because I’ll be doing so well, only to be crushed by disappointment and frustration. And power ups and extra cards cost so many gems, it’s almost impossible to save up. Especially with the tower of fortune; I haven’t even made it past the 20th floor because the pig keeps catching me off guard. I’ve been robbed so much to the point of where I actually have to pick cards at a random pattern and hope I don’t get looted because it feels like a 8/10 chance of losing the rewards.",4,False,Icewind FrostPack,"Addictive and entertaining, but small problem.",
12,2020-11-15 07:46:28,"I complained at one point about how they game didn’t provide continued level-appropriate incentives and rewards as you got up higher.  For instance, when completing “hard” levels you get a chest with feathers, but it’s the same chest with 250 or 300 feathers at game level 6 as it is at level 600.  Yet when you get to level 600, you probably need 30,000 feathers to advance your birds.  So getting 300 is irrelevant.  This sort of imbalance seems like it would drive people away as they get higher.

However, I realized that may be the point.  Not to drive people away, but to make them bored and frustrated.  What do bored and frustrated people do?  They try to find ways to alleviate their boredom.  And what alleviates boredom in this case?  Getting rewards.  And what’s a good way to be sure you get rewards?  Buying gems to pay for success.  So the fact they don’t keep the game advancing to keep people interested isn’t a bug, it’s a feature, to get them to pay.

With that said, the game is still fun and addictive, for quite a while. I played it for months during the pandemic, and rarely felt the need to pay for gems.  But recently I realized my boredom has been driving me to purchase more and more often.  So now I’m uninstalling it.",3,False,hfrSg557frr42kk86d,Insidious,
13,2021-12-21 17:20:15,"Overall, it’s a good game. However, as all games this one has definitely got some faults. When a player invests money into a game, that player has a right to cry “foul” when the integrity of the game is questionable:( For those who are not familiar with this game, this may may seem confusing. However, one glaring example of this lack of integrity is in an intricate part of the game called “the arena”. Here, you are matched up with a (supposedly equal) opponent to earn stars. The problem is the game is obviously “rigged”. I play a pretty good game, but when an opponent with half the “flock power” beats you by sometimes ridiculously high scores, something is really, really wrong! In the natural flow of the game, you play one or two birds on each page. Doesn’t happen here! The opponents score goes up, but their birds are still in line. What happens is on the last page all the birds appear to play and rack up mathematically impossible scores!!! No way to monitor what’s really happening:( If the creators of this game would clean up this dirty rigging of scores, I’d give it a five star. One other thing, this game requires a lot of time to play. If you want a quick game to pass time, this isn’t for you.",3,False,Word freaky,"Overall, a good game",
14,2019-06-13 14:47:16,"I give it three stars simply because I do enjoy playing the game, however, it bothers me that I can't scroll through my entire deck.  I should be able to see and choose any of my available cards at any time, whether it's my current hand or my spell cards.  I like to choose the freeze and duck spells to use together because ducks can break ice a little easier.  The way the cards are dealt, I don't always get to use this combination when I want to because one of my spells are back in the untouchable deck.  My other complaint is that this game offers us packages of spells, gems and pearls for REAL MONEY!!! Seriously?!  No one can earn redeemable coins for these perks?  Heck, at the very least there should be a reward system for completing a chapter and it should be something really great. Not like 5 gems, 3 feathers or 10 pearls. Save your real cash money.  I'm past level 180 and I got there without spending any additional money.  This is like a gambling game.  Don't fall for it. Oh, yeah! And Tower of Fortune?  Never spend more than 20 gems to proceed.  Pull the plug while you're ahead once you've seen one piggie.  Now all that laughing those pigs do makes sense:  they are laughing all the way to the real bank!",3,False,Happylovejoy,Not Pleased with Everything...,
15,2022-11-20 21:34:27,I like this game it’s a good call back to the original version and it’s done right. However not every game is perfect it comes with issues. The jump in  difficulty seems a little unfair at times slowly start to get crazy don’t even get me started on Pigsenyland. You could restart but they will either required an ad or the stupid currency that is really hard to obtain and he wants to spend like thousands of dollars on it which I understand and I can’t get too mad about micro transactions because they’re optional but having a limited amount of ads to just get a free try again as well as the modern life system which I hate modern life systems which instead of feeling a level I’m running out of lives I have an restarting from that place you have to wait an obscene amount of time. I feel like some parts are incredibly RNG  based which is annoying. However I do appreciate the new contact that it produces like bringing back previous birds or having a connection with the second movie. Final verdict it’s pretty solid it could definitely be better it gets a 8/10 for me,4,False,signingsilverf0x,My honest review,
16,2022-05-18 20:16:58,This app is my lifeline. I play it all day everyday and get anxiety when I don’t see the birds flying across my screen making wonderful noises. Those cute pigs popping on my screen. This game is my life and if I didn’t have it I would cry. I wish that everyone could see how truly wonderful this game is and enjoy it with me because it could change everyone’s lives for the better. It could almost end world hunger. It could end hunger if people could feed on the pure joy of those popping pigs it soothes the pain of being a loner because I never socialize this app is my everything I don’t know where I would be without angry birds 2 I’ve improved for the better I know longer swear and I now say things such as slap a sheep to sooth myself this app is everything I would give those birds the biggest smooch I could muster and even those pigs as well my heart hurts at the dying phone battery knowing that app and I may soon part I rush to the cable for my heart to shatter all in all this app is my everything,5,False,Angrybirds is my spouse,Angry birds,
17,2022-02-22 13:49:43,"Okay so the game is nice; graphics and all. Actually I’ve been playing since last year so basically it’s been like a year. Although i lost my old phone last December n didn’t get to play for a while until January. Now, there’s this thing that happens esp when I’m playing in these tornaments; weekly challenge or king pig panic or any of the online part of the game, when i draw my bird to take a shot at the pigs, the slingshot goes back as normal but then it never releases the bird, it stays like for like seconds and when it eventually releases, the bird ends up using it’s power midway (where it’s not needed) or while on the sling shot or even goes backwards n i end up getting no shot at all, most of the time i lose almost alll my birds n still won’t get any shot successfully. It’s quite frustrating. Unless i press the powerbutton or home button, it doesn’t stop. 
That’s just like a major problem I noticed of recent. It wasn’t like that the other times so..
But overall, it’s fun playing. Smashing things n popping pigs lol. 
Hope you get it fixed pleaseeeee, thank you!",4,False,B.Eddie,Freezing birdsssss,
18,2021-11-02 21:16:54,"This has got to be one of the worst levels in the game. I have been trying it for over a month but still have not gotten any better. I keep watching people online beat that level, and I try to do that, but it's just no use. I am probably the only one who thinks this, and everyone who sees this is probably going to think I am crazy. I don't want to keep on doing this level over and over and OVER again, and I just don't like other parts of the game. Like Level 43, Level 47, and Level 61. These levels are trash, and they need to be fixed. I don't think that Rovio will see this, but if you, Rovio, are seeing this right now, please fix these or I will lose my sanity.

Finnish

Tämän täytyy olla yksi pelin huonoimmista tasoista. Olen kokeillut sitä yli kuukauden, mutta en ole vieläkään parantunut. Katson jatkuvasti ihmisten lyövän verkossa, ja yritän tehdä niin, mutta siitä ei vain ole hyötyä. Olen luultavasti ainoa, joka ajattelee tätä, ja jokainen, joka näkee tämän, luultavasti ajattelee, että olen hullu. En halua jatkaa tällä tasolla uudestaan ja uudestaan ja uudestaan, enkä vain pidä muista pelin osista. Kuten taso 43, taso 47 ja taso 61. Nämä tasot ovat roskaa, ja ne on korjattava. En usko, että Rovio näkee tämän, mutta jos sinä, Rovio, näet tämän juuri nyt, korjaa ne tai menetän järkeni.",3,False,GD Scorp,Level 140,
19,2022-11-15 00:24:33,"Honestly, when I downloaded this game I was excited and enjoyed it but as I kept on playing it got boring very quickly. This game is Completely luck based and p2w. First of all, the tower of fortune is stupid. It is pretty much impossible to win unless you  pay gems to keep to on going after getting the pig card. And the only way to get enough gems to complete the tower of fortune is to buy them with real money. This game sets it up so you HAVE to pay money to progress. Unless you waste your money then this is pretty much pointless. Another flaw is the heart system. You lose your hearts to quickly and you have to wait or pay real money to get more. The arena ticket thing is dumb also because it makes you have to get arena tickets (which take a painfully long time to get) so that you can play in the arena. You can get rewards by your win streak but the rewards are pretty stupid and honestly not worth the effort. In order to complete the win streak you need 5 arena tickets and you have to win each one. This game is created by a bunch of money hungry developers. This game is supposed to be about skill and strategy! Not the money you put into it. Just don’t download the app and go do something better with your time.",1,False,not real dude,Too luck based,
20,2021-09-10 01:27:00,"I understand that you already made your money with this app angry birds 2 and you no longer care to answer or listen to the complaints of all these people playing the game but remember that without customers and without good reviews a business goes to fail, the new arena game in angry birds2 is shameful an stressful that the players are losing there stars and they are being lowered in leagues back down to the beginning of the game when I know that all of us who play have done our best and we just want to enjoy the game some players have invested money in playing and buying the products you offer , you can improve this part of the game ( the arena ) that most players including my self believe is fixed and feel offended , remember that in business the two parties have to receive something , and the client is always right, the game angry birds2 is good an fun to a point but like everything in life always has faults and things to fix thanks",5,False,benniefromthebronx,Shameful and stressful,
21,2020-12-12 19:47:08,"I have played this game for many years and I love it so much! Unfortunately, in their latest update, they took away everything to love about it. Now it is much much much too difficult to complete without spending. Typically we can use spells which makes the game fun and interesting, they took that away. Typically our bootcamp and battles are long and epic, you could complete 15 rooms which was a challenge, but possible. Now it’s much to difficult, because we don’t get our cards back per destruction, only 1 allowed back per bird... so too much destruction by one bird and you are punished. Did I mention we don’t get any spells back anymore? We can only use them in the daily challenge and the map, which are just stupid places to use spells..  They make events and and hat adventures now that can’t be completed EVEN with spending gems to move forward. It was already a money grab, but this is much too blatant now. The angry birds 2 fan community has expressed our distain for this new update over and over again, but they don’t care. They gave us bandaid 100 arena tickets, like that would make everything better and make us forget they broke our favorite game. Many (pay to play) players are walking away, I hope their investors are paying attention.",1,False,Chibileh,They broke the game,
22,2021-12-21 23:40:32,"This game is an absolute insult to the original angry birds game on so many levels. First off, now on angry birds there is a life system, which limits on the amount of times you can play a level. So most of the time your not even playing the game your just waiting 30 minutes for your lives to regenerate. Secondly, the amount of ads on this game is absurd. Theres like a dang ad in your face after every level. Third, there are clans, now why the heck are there clans in angry birds, just ridiculous. Those 3 reasons alone are what hold the game back. For some positives, the game is bright and colorful, and thats about it. During the game play you are given a random hand of 3 birds and you cant even pick your birds anymore to strategize. Also, you cant come up with a strategy to win a level because the levels are always being shuffled with new obstacles so you cant adjust. In addition, these birds got a downgrade from the previous game. The blue bird is utterly useless and the grey bird might as well not even be in the game. The only birds who are constantly good are the red bird and the black bird. In conclusion, this game is bad and is a shame to the original angry bird games. I cant believe the replaced the original with this piece of TRASH!!",1,False,yxng nut,Angry Birds is a TRAVESTY,
23,2019-02-08 16:15:08,"The game is designed to entice people to spend their money on loot boxes in order to progress further. You are given some initial success upon login(to get people playing the game, if people lose right away chances are they’ll play something else) which is then slowed down until you spend money on in game currency. The currency is geared towards “Legendary Treasure Boxes.” $20 spent will allow you to unlock two of these boxes. Yes, two. Once open the boxes give you a 1 in 5 chance of actually getting something useful, most times you are awarded with feathers to level up a single bird. Once at a certain point after spending the game will halt your progress in single player until you spend money again, not allowing you to advance a single level. In addition to halting any progress in multiplayer, challenges, etc., once money is spent in game again, you magically start winning again for a short period. 

This is especially bothersome to me due to the fact the game is geared towards children with the bright color scheme, playful characters and animations. As well as being so heavily promoted within the App Store! 

Parents: if you don’t want your children gambling away your money on loot boxes with 1 in 5 odds, keep them away from this game!!!!",1,False,Dfmonahan,Pay To Win & Loot Boxes Galore,
24,2020-06-28 05:20:46,"Physics of the game are the most obvious part, if you get to a point where you’re advancing fairly quickly thru levels you’ll begin to see things like the big red bird or the bomb bird doing little to no damage on objects they would otherwise blow thru with ease. Structures on one level will crumble like a house of cards while on the next level will act as one solid piece and remain rigid when hit. If you have the patience to continue without spending any money to advance and after several times of your lives running out it will eventually ease up again and you can burn thru a couple levels fairly easy before it starts the whole process over again of slowing you down.

I have not spent one red cent on this game and I never will, being a free to play game I understand that it comes with ads that you have to watch at times, but the obvious cheating that the game does to try and sucker you into spending money is the coffin nail for me, as soon as I finish this review the game will be deleted from my device.

It’s a shame because the original was a good game, even the other spin offs. The only improvements angry birds 2 has over the original is the graphics, the rest of it is just a disappointment.",1,False,ex angry birds 2 player,Game is rigged to try and force you to spend money,
25,2020-02-27 04:59:12,"The older angry bird games were something you could play a lot and have countless fun. However, angry birds 2 is the complete opposite. First and perhaps what really makes this game awful, is the life system found on other games like candy crush, where you can only play for 5 lives at a time. This was by far the most disappointing feature EVER! Instead of relaxing and playing some angry birds for who knows how long, once you lose your 5 lives you have to wait around 20 minutes just to get one more life. YOU HAVE TO WAIT TO PLAY! How dumb does that sound? That’s what turned me down from candy crush, as I thought it was just stupid to wait in order to play. The game itself has so many extra pay to win features that really just turn me off from what the original game used to be. Ads, gems and other exclusives you have to pay for have changed the once beloved angry birds into a pay to win, money grabbing disappointment I’ve ever seen. Literally the only improvement from the original angry birds is the better graphics, and that’s ABSOLUTELY IT. 1/100 of a game, do not get unless you just love to wait to play... Never deleted a game after just 2 weeks of trying to give it a chance as fast as I did with this garbage game.",1,False,etronx7,HUGE Downgrade from older angry birds,
26,2019-11-29 15:23:28,"I love the gameplay, but there’s just so many ads and I can hardly progress through the game without spending thousands of dollars on gems, which I am nowhere near stupid enough to do. I was also falsely banned “due to hacking or cheating”. I have never done anything against the terms of service. Rovio, please go back to your original game design. There’s enough ad-filled, in-app purchase junk out there already. Please, make your games like they used to be. People will be willing to pay a few bucks up front for the game, but it’s stupid that they need to keep paying to keep playing. If you make a fun game that costs, let’s say, $3 or $4, without ads or in-app purchases, it will  still be popular. Just please stop this nonsense with ads every 30 seconds. What happened to Angry Birds 1?? Now it has ads and micro transactions, just like all your other games. Why? Just make the game cost a few bucks. For anyone else out there that agrees, write a review like this and maybe Rovio will listen this time. Also, I was banned for cheating. I have never hacked the game or any other game, so I don’t know why this happened. Fix you anti cheat software. You don’t get more plays for the game being free. A good quality game should not be free with in app purchases.",1,False,destroyerfreddy,It’s a money pit.,
27,2020-12-13 02:26:27,"Do not download this game until you see new reviews that say rovio fixed the game to NOT be a money sucking, monkey on your back, vampire!

The newest rovio update revamped a great game into a money pit... those of us long time players who have actually spent money in the game are not willing to spend like gambling addicts! I used to casually play the game all day long at an expenditure of approx $75 a month. You could spend a great more if you wanted to advance at the maximum rate. Now, to play at the rate I once did would cost me 3 or 4 times more! Physics of the game are harder so you have to use more gems to accomplish what you once were able to before! Now you fling money at the structures, not birds. 
If you have too much money and you can’t decide between diamond crusted paint job on your McLaren or Angry Birds 2, flip a coin. If money means something to you, and your looking for a fun, casual time waster, don’t download this app.",5,False,koffee_iv,Rovio updates their greed!,
28,2022-02-20 00:53:08,"I used to play this game when I was a little kid. I wasted about 4.99 on gems in one purchase and NEVER RECEIVED THE GEMS I PURCHASED! I ended up really upset, so I told my parents and they said it wasn’t a big deal. I never did get anything back for losing that hard-earned cash. Nowadays I earn 2 dollars a week, but that is not enough to pay for anything worth buying. I am EXTREMELY mad about everything that has happened. Even though this purchase glitch of sorts may have been removed, it could happen again. This incident happened when I was just 4-6 years old. To this day, I still remember almost every second of that awful time in my life. In total, I lost about $6 in total paying for gems (and unsuccessfully getting them.) In my situation, whenever I paid for gems, roughly 90% of the time I would get the gems I purchased, but that 10% was always there (which is why I don’t trust the devs anymore). Also, this game is ALWAYS trying to make you pay money to buy boosts or whatever is for sale at that time. A rule of this game: No boosts, no pig-popping poofs. Or completed levels. Anyways, PLEASE don’t get this game. Thank you for reading this review, and have a nice day! 🙂",1,False,Bigniy (from Roblox),PLZ READ! Thanks :),
29,2020-05-20 22:05:46,"Not pleased. Y’all don’t give us nearly enough lives to make it through the game. Why do y’all even implement lives ? All they’re gonna do is make people want to delete the game, not continue playing it. Almost forgot I had it for a while because it’s just so ridiculous with the lives feature. The fact that we only have five is ridiculous, too. We should get at least 7. Y’all always want us to pay, too. Also, nonstop ads. They pop up so much. The game was joyful at first but then I started losing because I didn’t have enough birds. Maybe y’all should implement more keys into the game, too so that I can unlock more birds? Also, this game is honestly a prime example of why the sequels will never be able to compare to the original.

Edit: Recently, there was an event going on and basically if you got more stars than anyone else, you would get rainbow feathers. I got first place, above everyone else, and I was not awarded ANY. If that was something that you were supposed to collect as soon as the timer ran out, that’s ridiculous. I was literally playing a level and I go to check and see if the timer’s done yet because it was at 2 minutes the last time I checked. Please let me know what’s going on.",1,False,LexiePoo123987,Not pleased.,
30,2021-03-14 18:07:38,"I played the original Angry Birds and loved it. This version is fun to a point, and gameplay is still enjoyable. There are some fun new scenes, pigs, and bird powers. There is also a lot of built in psychological pressure to spend money, for example, things turn red and tell you you lose but can buy stuff to continue playing. You can of course choose not to, but aspects of the “rewards” system and the game itself are designed to frustrate the player into buying stuff. I’m aware that apps need to make money, however, I’d prefer the option to just purchase an ad-free experience instead of being directed to ads to get rewards. Not only are there constant ads for rewards, many of the ads shown on this app include violent content including sexual assault and domestic violence against women. This is absolutely not ok! It would be great if the Angry Birds app folks exercise some discernment and stop allowing ad content that shows violence against women, especially when they require players to watch ads to get rewards. How about it, Angry Birds?",3,False,Wavehuntress,"Fun, but...violent ads and pressure to spend money",
31,2019-03-27 03:13:24,"I love allot of the action, fast pace, graphics and game play on this version.  Upgrading the birds is a nice touch like the transformers version and others.  What I miss in this version and it is a biggie, is you don’t have the option to do a level over but you have to waste resources to power on through.  That makes this one greedy on your real-life pocketbook and I believe this version has to be connected to the internet to advance.  That is what I love about Angry Birds Starwars2 and the Space Versions among the original.  You can play the same level over and over and over till you get it right.  I miss having the option of using resources when you give up...  If Angry Birds 2 simply gave the option to redo the level until you got it right or gave in and used resources, then this version might be my favorite yet and ranked at 5stars.  Maybe the next version will be even better.  I keep buying all the Angry Birds versions.  Some are some of my favorite games I play.  Others like Epic I played for a couple hours and haven’t played it again in over a year.",3,False,Rueos,Big improvements a few losses.  Pretty money hungry.,
32,2019-02-02 21:59:29,"I’ll start by saying that Rovio Entertainment’s customer service is horrible. I made one in-app purchase for $0.99, and I did not even receive the award. I can verify the date and bank statement, and I can verify the fact that I did not get my full reward. Even with all of this information, Rovio Ent. refused to refund my money or my reward.

Next, the app is littered with bugs and glitches. Approximately 6 out of 10 times I opt to watch a video for a quick reward, the video ends and brings me to the app store to look at the advertised app. I’m fine with this part; it’s an effective marketing technique for a child’s demographic. However, in about a second the screen goes blank-white, not allowing me to return to AB2. I am forced to close and reopen the app, losing my reward. The sad part is, Rovio Ent. undoubtedly still gets revenue from the unrewarded ads watched by malleable children.

This game could have been so exciting, cute and enjoyably challenging (shout-out to the individual designers), but Rovio Ent. insists on taking cheap shortcuts and not taking care of their customers. I’ll be shocked if they reply to this review with a response that is not obviously automated.",2,False,Spencer4422,Too many bugs.,
